,year,co2,gdp
6736,1955,0.044,8474226176.0
6737,1956,0.048,8861500416.0
6738,1957,0.055,8859029504.0
6739,1958,0.059,9358283776.0
6740,1959,0.066,9618725888.0
6741,1960,0.081,9834300416.0
6742,1961,0.081,10074240000.0
6743,1962,0.088,10311335936.0
6744,1963,0.099,10563000320.0
6745,1964,0.15,10805124096.0
6746,1965,0.18,11068378112.0
6747,1966,0.191,11842046976.0
6748,1967,0.213,11644907520.0
6749,1968,0.253,11736879104.0
6750,1969,0.399,12264907776.0
6751,1970,0.227,12574544896.0
6752,1971,0.198,12422410240.0
6753,1972,0.267,12810225664.0
6754,1973,0.421,12744679424.0
6755,1974,0.425,13553968128.0
6756,1975,0.352,13763861504.0
6757,1976,0.282,14370677760.0
6758,1977,0.336,14809700352.0
6759,1978,0.329,15463369728.0
6760,1979,0.512,15813587968.0
6761,1980,0.541,15445941248.0
6762,1981,0.453,16724574208.0
6763,1982,0.442,17363230720.0
6764,1983,0.492,16854464512.0
6765,1984,0.701,18482688000.0
6766,1985,0.676,19628165120.0
6767,1986,0.697,20520863744.0
6768,1987,0.861,20865783808.0
6769,1988,0.976,22479065088.0
6770,1989,0.894,23443169280.0
6771,1990,0.721,24523433984.0
6772,1991,1.026,26059003904.0
6773,1992,1.233,27087699968.0
6774,1993,1.397,28089919488.0
6775,1994,1.619,30349287424.0
6776,1995,2.309,31356696576.0
6777,1996,2.353,32961841152.0
6778,1997,2.641,34660347904.0
6779,1998,2.223,35610083328.0
6780,1999,3.191,37151145984.0
6781,2000,3.037,39381725184.0
6782,2001,3.236,41523109888.0
6783,2002,2.596,41501458432.0
6784,2003,2.81,43073953792.0
6785,2004,2.582,45033771008.0
6786,2005,2.987,46375899136.0
6787,2006,2.456,48016625664.0
6788,2007,2.57,49595510784.0
6789,2008,3.352,52545966080.0
6790,2009,4.129,54837735424.0
6791,2010,4.824,57388249088.0
6792,2011,5.22,59280310272.0
6793,2012,5.47,62106288128.0
6794,2013,6.218,64655773696.0
6795,2014,7.591,68540932096.0
6796,2015,6.905,70404489216.0
6797,2016,9.761,70697787392.0
6798,2017,11.648,76399984640.0
6799,2018,14.833,81052450816.0
6800,1881,8.028,19146825728.0
6801,1882,8.13,19650539520.0
6802,1883,9.01,21121540096.0
6803,1884,9.017,21489209344.0
6804,1885,9.42,21965811712.0
6805,1886,9.618,22309181440.0
6806,1887,9.787,22866294784.0
6807,1888,10.86,23183792128.0
6808,1889,10.611,23990265856.0
6809,1890,10.285,23028729856.0
6810,1891,11.908,23085475840.0
6811,1892,11.322,23766792192.0
6812,1893,11.461,23508996096.0
6813,1894,11.619,24886521856.0
6814,1895,11.626,25033236480.0
6815,1896,12.494,26076893184.0
6816,1897,13.102,26752634880.0
6817,1898,12.934,27171293184.0
6818,1899,13.278,27555450880.0
6819,1900,14.634,27283451904.0
6820,1901,14.312,28626743296.0
6821,1902,14.301,29867149312.0
6822,1903,15.297,29876615168.0
6823,1904,16.166,30309269504.0
6824,1905,16.594,31834984448.0
6825,1906,18.056,32496640000.0
6826,1907,18.576,31930320896.0
6827,1908,18.921,32563607552.0
6828,1909,19.918,34304423936.0
6829,1910,20.834,35709661184.0
6830,1911,22.079,36849471488.0
6831,1912,24.923,37894660096.0
6832,1913,27.55,39782457344.0
6833,1914,25.824,38703980544.0
6834,1915,24.534,40019910656.0
6835,1916,22.398,41089896448.0
6836,1917,8.654,38466772992.0
6837,1918,14.528,36075937792.0
6838,1919,21.98,44708851712.0
6839,1920,22.171,46066495488.0
6840,1921,23.233,48883023872.0
6841,1922,27.271,51551592448.0
6842,1923,27.198,52824199168.0
6843,1924,30.594,56680992768.0
6844,1925,33.592,59067953152.0
6845,1926,34.328,63809810432.0
6846,1927,37.966,66464247808.0
6847,1928,38.007,70017122304.0
6848,1929,41.267,70567174144.0
6849,1930,40.779,70412001280.0
6850,1931,44.956,66111733760.0
6851,1932,41.417,65195196416.0
6852,1933,38.569,65072300032.0
6853,1934,38.628,63883718656.0
6854,1935,37.265,66265939968.0
6855,1936,39.892,70452871168.0
6856,1937,43.999,74467336192.0
6857,1938,43.307,72676081664.0
6858,1939,40.701,77606535168.0
6859,1940,33.438,68377178112.0
6860,1941,37.125,64752451584.0
6861,1942,34.594,59188932608.0
6862,1943,34.927,57767636992.0
6863,1944,23.335,38736850944.0
6864,1945,14.651,39650623488.0
6865,1946,31.102,66948096000.0
6866,1947,44.603,77482983424.0
6867,1948,47.263,85759803392.0
6868,1949,50.499,93317586944.0
6869,1950,51.286,96665092096.0
6870,1951,54.968,98691350528.0
6871,1952,54.715,100684521472.0
6872,1953,55.264,109433413632.0
6873,1954,58.393,116875337728.0
6874,1955,60.986,125548331008.0
6875,1956,65.079,130160410624.0
6876,1957,64.408,133827207168.0
6877,1958,66.69,133414674432.0
6878,1959,67.118,139950424064.0
6879,1960,73.438,151718576128.0
6880,1961,75.819,152164532224.0
6881,1962,83.282,162564341760.0
6882,1963,91.145,168456863744.0
6883,1964,96.777,182416146432.0
6884,1965,100.404,191976456192.0
6885,1966,103.558,197259116544.0
6886,1967,106.682,207633416192.0
6887,1968,113.446,220964061184.0
6888,1969,115.802,235189714944.0
6889,1970,141.803,248591794176.0
6890,1971,140.666,259072983040.0
6891,1972,157.495,267650547712.0
6892,1973,165.26,280204148736.0
6893,1974,159.985,291312140288.0
6894,1975,152.525,291063988224.0
6895,1976,169.131,304755703808.0
6896,1977,163.606,313049841664.0
6897,1978,169.793,320433848320.0
6898,1979,187.007,327558463488.0
6899,1980,176.632,331504746496.0
6900,1981,164.11,329838788608.0
6901,1982,133.487,325990940672.0
6902,1983,137.357,331569922048.0
6903,1984,144.073,342475538432.0
6904,1985,146.98,353024507904.0
6905,1986,144.014,362737696768.0
6906,1987,151.48,367878504448.0
6907,1988,145.603,377506496512.0
6908,1989,161.664,395159109632.0
6909,1990,161.807,411390803968.0
6910,1991,170.227,423864926208.0
6911,1992,170.015,433594990592.0
6912,1993,170.206,441585762304.0
6913,1994,170.788,457294184448.0
6914,1995,172.3,474287669248.0
6915,1996,181.452,494052179968.0
6916,1997,174.493,518267830272.0
6917,1998,175.461,544860340224.0
6918,1999,169.934,575703547904.0
6919,2000,171.082,603576139776.0
6920,2001,176.208,619963809792.0
6921,2002,175.568,624206544896.0
6922,2003,179.005,629605990400.0
6923,2004,180.892,646099697664.0
6924,2005,176.917,663883939840.0
6925,2006,172.092,691219595264.0
6926,2007,171.874,720938008576.0
6927,2008,174.853,737432109056.0
6928,2009,169.529,713757491200.0
6929,2010,181.527,727959470080.0
6930,2011,168.26,744360837120.0
6931,2012,164.689,736497893376.0
6932,2013,164.674,735093129216.0
6933,2014,157.656,745517678592.0
6934,2015,164.143,760077418496.0
6935,2016,164.862,776582332416.0
6936,2017,162.494,799187927040.0
6937,2018,158.628,818056003584.0
6938,1928,4.715,11915530240.0
6939,1929,4.894,12338748416.0
6940,1930,4.865,11803658240.0
6941,1931,4.239,10799362048.0
6942,1932,3.539,10531719168.0
6943,1933,3.546,11232759808.0
6944,1934,3.983,11795200000.0
6945,1935,4.151,12347610112.0
6946,1936,4.176,14643056640.0
6947,1937,4.381,15435161600.0
6948,1938,4.246,16521199616.0
6949,1939,4.462,16753218560.0
6950,1940,4.759,16428711936.0
6951,1941,5.0,15915329536.0
6952,1942,5.096,17666781184.0
6953,1943,5.371,18033219584.0
6954,1944,5.469,18106337280.0
6955,1945,5.62,18640584704.0
6956,1946,5.532,20078985216.0
6957,1947,5.451,22473281536.0
6958,1948,5.502,20245485568.0
6959,1949,5.609,22429548544.0
6960,1950,8.569,25722109952.0
6961,1951,8.17,23756197888.0
6962,1952,9.32,24789305344.0
6963,1953,8.551,25637429248.0
6964,1954,9.067,29164967936.0
6965,1955,9.393,29709824000.0
6966,1956,9.675,31249733632.0
6967,1957,10.305,32143589376.0
6968,1958,10.18,33403924480.0
6969,1959,10.319,35782721536.0
6970,1960,11.532,35782533120.0
6971,1961,11.755,37783244800.0
6972,1962,11.198,38599897088.0
6973,1963,12.217,41042800640.0
6974,1964,13.092,43041923072.0
6975,1965,13.685,45787176960.0
6976,1966,14.0,48674217984.0
6977,1967,13.627,46452211712.0
6978,1968,13.473,46376030208.0
6979,1969,14.257,51163398144.0
6980,1970,14.18,50438270976.0
6981,1971,15.049,53055037440.0
6982,1972,16.19,55327768576.0
6983,1973,18.2,59259510784.0
6984,1974,18.76,62785892352.0
6985,1975,18.27,62066044928.0
6986,1976,19.249,63578722304.0
6987,1977,20.313,60481236992.0
6988,1978,18.024,60726374400.0
6989,1979,16.494,61961887744.0
6990,1980,17.479,62391721984.0
6991,1981,16.561,65419587584.0
6992,1982,18.27,66640154624.0
6993,1983,17.998,68466868224.0
6994,1984,19.337,71840333824.0
6995,1985,21.858,72396718080.0
6996,1986,22.946,73916284928.0
6997,1987,24.165,74219986944.0
6998,1988,25.449,74015940608.0
6999,1989,25.453,74677444608.0
7000,1990,25.503,74483236864.0
7001,1991,26.183,72989966336.0
7002,1992,28.167,73699155968.0
7003,1993,27.761,77452075008.0
7004,1994,27.9,82753609728.0
7005,1995,28.003,86504431616.0
7006,1996,29.305,89915654144.0
7007,1997,31.279,92710363136.0
7008,1998,29.859,93578371072.0
7009,1999,31.466,97884487680.0
7010,2000,32.246,101981110272.0
7011,2001,34.379,104436924416.0
7012,2002,34.542,109929889792.0
7013,2003,36.241,115145211904.0
7014,2004,35.836,120376942592.0
7015,2005,37.424,123645493248.0
7016,2006,37.33,127255027712.0
7017,2007,36.411,132482703360.0
7018,2008,37.509,132115849216.0
7019,2009,34.621,132821327872.0
7020,2010,34.811,135624843264.0
7021,2011,34.266,138433576960.0
7022,2012,35.945,141964034048.0
7023,2013,35.241,144951869440.0
7024,2014,35.439,149075263488.0
7025,2015,35.813,153714786304.0
7026,2016,34.153,159813943296.0
7027,2017,35.688,165842092032.0
7028,2018,35.705,171013586944.0
7029,1943,0.007,2088240000.0
7030,1944,0.004,2069100032.0
7031,1945,0.007,2078279936.0
7032,1946,0.004,2258149888.0
7033,1947,0.007,2263800064.0
7034,1948,0.007,2460000000.0
7035,1949,0.007,2415350016.0
7036,1950,0.19,2816369920.0
7037,1951,0.201,3005067008.0
7038,1952,0.275,3516656128.0
7039,1953,0.286,3602394112.0
7040,1954,0.315,3937541888.0
7041,1955,0.392,4198776064.0
7042,1956,0.377,4195962112.0
7043,1957,0.418,4554009088.0
7044,1958,0.601,4567715840.0
7045,1959,0.48,4632984064.0
7046,1960,0.531,4699963904.0
7047,1961,0.56,5049857024.0
7048,1962,0.659,5601910784.0
7049,1963,0.843,6208401920.0
7050,1964,0.949,6935940096.0
7051,1965,0.78,7594999808.0
7052,1966,0.96,7845993984.0
7053,1967,1.08,8392500224.0
7054,1968,1.231,8510993920.0
7055,1969,1.286,9073231872.0
7056,1970,1.403,9162539008.0
7057,1971,1.505,9609960448.0
7058,1972,1.604,9917369344.0
7059,1973,1.828,10423975936.0
7060,1974,1.948,11748480000.0
7061,1975,1.927,12006134784.0
7062,1976,2.222,12609826816.0
7063,1977,2.833,13400838144.0
7064,1978,2.627,12442768384.0
7065,1979,1.709,9149235200.0
7066,1980,2.022,9569441792.0
7067,1981,2.135,10088519680.0
7068,1982,2.111,9999360000.0
7069,1983,1.997,10462228480.0
7070,1984,1.846,10301112320.0
7071,1985,1.985,9880259584.0
7072,1986,2.256,9779728384.0
7073,1987,2.431,9706884096.0
7074,1988,2.24,8503192064.0
7075,1989,1.468,8356356096.0
7076,1990,2.044,8348404224.0
7077,1991,1.986,8483399680.0
7078,1992,2.373,8668810240.0
7079,1993,2.282,8788659200.0
7080,1994,2.518,9239788544.0
7081,1995,2.755,9966535680.0
7082,1996,2.847,10785595392.0
7083,1997,3.114,11415412736.0
7084,1998,3.393,12049925120.0
7085,1999,3.597,13130551296.0
7086,2000,3.721,13909592064.0
7087,2001,3.922,14579898368.0
7088,2002,3.99,14954188800.0
7089,2003,4.335,15599451136.0
7090,2004,4.378,16722814976.0
7091,2005,4.27,17753884672.0
7092,2006,4.418,18819405824.0
7093,2007,4.551,20171036672.0
7094,2008,4.365,21118480384.0
7095,2009,4.445,20900358144.0
7096,2010,4.468,21950676992.0
7097,2011,4.806,23734874112.0
7098,2012,4.55,25065728000.0
7099,2013,4.605,26206803968.0
7100,2014,4.745,27402565632.0
7101,2015,5.431,28748328960.0
7102,2016,5.406,30103515136.0
7103,2017,5.461,31419242496.0
7104,2018,5.199,30136879104.0
7105,1958,0.026,4300686336.0
7106,1959,0.022,4457378304.0
7107,1960,0.029,4746060288.0
7108,1961,0.055,4946710016.0
7109,1962,0.066,5465926656.0
7110,1963,0.088,6007102464.0
7111,1964,0.095,6016752640.0
7112,1965,0.092,6472059392.0
7113,1966,0.136,6394610176.0
7114,1967,0.132,6424765952.0
7115,1968,0.161,6477022208.0
7116,1969,0.19,6278839296.0
7117,1970,0.216,6471749632.0
7118,1971,0.231,6839057920.0
7119,1972,0.253,6487256064.0
7120,1973,0.329,5377248768.0
7121,1974,0.289,5850713088.0
7122,1975,0.333,5689990144.0
7123,1976,0.333,5730974720.0
7124,1977,0.366,6176427520.0
7125,1978,0.417,7007806464.0
7126,1979,0.479,7506035712.0
7127,1980,0.57,7866668544.0
7128,1981,0.684,7967200256.0
7129,1982,0.746,7865084416.0
7130,1983,0.962,7722073600.0
7131,1984,0.991,6409068032.0
7132,1985,0.994,6525748736.0
7133,1986,0.899,6821578752.0
7134,1987,0.998,6580954624.0
7135,1988,0.987,6947782144.0
7136,1989,1.038,6960921088.0
7137,1990,0.602,6837988352.0
7138,1991,0.569,6989576704.0
7139,1992,0.528,6527730688.0
7140,1993,0.602,6612262912.0
7141,1994,0.58,6867277312.0
7142,1995,0.562,6415909888.0
7143,1996,0.642,6731355136.0
7144,1997,0.646,6759184384.0
7145,1998,0.697,7611809280.0
7146,1999,0.683,7681423360.0
7147,2000,0.694,7477987840.0
7148,2001,0.653,8079399424.0
7149,2002,0.696,8506477056.0
7150,2003,0.754,9108179968.0
7151,2004,0.809,9043672064.0
7152,2005,0.709,9808796672.0
7153,2006,0.688,10381911040.0
7154,2007,0.716,10715390976.0
7155,2008,0.802,11761921024.0
7156,2009,0.961,11699248128.0
7157,2010,1.17,12693037056.0
7158,2011,1.322,12993281024.0
7159,2012,1.854,14603173888.0
7160,2013,2.071,15459623936.0
7161,2014,2.246,16617681920.0
7162,2015,2.207,17307856896.0
7163,2016,2.147,18231308288.0
7164,2017,2.252,19142508544.0
7165,2018,1.793,20483442688.0
7166,1950,2.257,38156324864.0
7167,1951,1.685,41005015040.0
7168,1952,2.18,43933847552.0
7169,1953,2.437,44976594944.0
7170,1954,2.572,48277909504.0
7171,1955,2.697,49579610112.0
7172,1956,3.012,48439816192.0
7173,1957,3.184,50392813568.0
7174,1958,3.722,49793908736.0
7175,1959,3.565,51983650816.0
7176,1960,3.403,54302556160.0
7177,1961,4.11,56159039488.0
7178,1962,4.175,59400802304.0
7179,1963,5.344,64962498560.0
7180,1964,7.267,67726020608.0
7181,1965,11.75,72336375808.0
7182,1966,12.893,69980471296.0
7183,1967,12.824,59100389376.0
7184,1968,6.626,58423795712.0
7185,1969,12.1,74074341376.0
7186,1970,21.52,96941350912.0
7187,1971,32.252,108401614848.0
7188,1972,41.388,112459767808.0
7189,1973,49.532,122133184512.0
7190,1974,62.235,136239153152.0
7191,1975,47.352,132128497664.0
7192,1976,55.19,146595512320.0
7193,1977,50.505,151894999040.0
7194,1978,48.223,142940422144.0
7195,1979,70.186,152725864448.0
7196,1980,68.035,155628240896.0
7197,1981,65.811,143112470528.0
7198,1982,65.394,141847576576.0
7199,1983,59.705,132378058752.0
7200,1984,69.406,126319992832.0
7201,1985,69.636,137605677056.0
7202,1986,73.192,140218499072.0
7203,1987,59.024,139114201088.0
7204,1988,70.421,152964612096.0
7205,1989,42.119,162802040832.0
7206,1990,38.857,171278467072.0
7207,1991,41.929,174067580928.0
7208,1992,46.265,181866315776.0
7209,1993,44.814,188893724672.0
7210,1994,34.935,193990918144.0
7211,1995,33.417,202397630464.0
7212,1996,36.789,215950344192.0
7213,1997,41.009,227883171840.0
7214,1998,37.746,239844507648.0
7215,1999,39.587,247535173632.0
7216,2000,78.823,268133056512.0
7217,2001,86.719,293371871232.0
7218,2002,94.304,344837226496.0
7219,2003,100.008,387286171648.0
7220,2004,98.685,438818996224.0
7221,2005,105.758,481805860864.0
7222,2006,97.809,527646261248.0
7223,2007,94.27,581024743424.0
7224,2008,94.772,638942773248.0
7225,2009,74.885,709980389376.0
7226,2010,112.314,810068017152.0
7227,2011,129.569,871190888448.0
7228,2012,109.066,909649182720.0
7229,2013,116.36,959938887680.0
7230,2014,122.996,1021285564416.0
7231,2015,109.232,1048704581632.0
7232,2016,116.95,1032469807104.0
7233,2017,112.777,1040791502848.0
7234,2018,105.23,1060805935104.0
7235,1952,1.85,2733963776.0
7236,1953,1.837,2910772480.0
7237,1954,2.192,3033435392.0
7238,1955,2.51,3706525696.0
7239,1956,2.87,3750595584.0
7240,1957,3.116,4117918464.0
7241,1958,3.071,4439092224.0
7242,1959,3.52,4576315392.0
7243,1960,3.845,4899186176.0
7244,1961,4.031,5021290496.0
7245,1962,4.136,5136678400.0
7246,1963,4.601,6061144576.0
7247,1964,5.213,7873484288.0
7248,1965,5.364,7250172928.0
7249,1966,5.315,7908049408.0
7250,1967,5.368,8292310528.0
7251,1968,5.742,8592602112.0
7252,1969,5.953,9522106368.0
7253,1970,7.78,10304493568.0
7254,1971,8.385,10987490304.0
7255,1972,7.859,11529355264.0
7256,1973,9.388,12246731776.0
7257,1974,9.429,12965909504.0
7258,1975,9.838,13579776000.0
7259,1976,10.155,14195915776.0
7260,1977,9.875,15097490432.0
7261,1978,11.035,16319782912.0
7262,1979,12.003,17489295360.0
7263,1980,11.803,17739008000.0
7264,1981,12.845,17967120384.0
7265,1982,11.801,18195961856.0
7266,1983,12.708,17816287232.0
7267,1984,13.401,18385811456.0
7268,1985,13.67,18251857920.0
7269,1986,14.277,19526514688.0
7270,1987,13.938,19278485504.0
7271,1988,14.383,18652403712.0
7272,1989,14.339,19013849088.0
7273,1990,14.184,17074264064.0
7274,1991,10.035,16091739136.0
7275,1992,10.985,15098989568.0
7276,1993,10.124,14032408576.0
7277,1994,10.534,13843362816.0
7278,1995,10.637,13754777600.0
7279,1996,11.684,13985296384.0
7280,1997,10.578,14249369600.0
7281,1998,12.571,14789551104.0
7282,1999,11.666,15508166656.0
7283,2000,11.996,16307994624.0
7284,2001,11.926,15900560384.0
7285,2002,10.867,16235362304.0
7286,2003,11.226,16692704256.0
7287,2004,11.106,17567377408.0
7288,2005,11.179,18483240960.0
7289,2006,10.834,19516264448.0
7290,2007,9.384,20864536576.0
7291,2008,9.296,22095099904.0
7292,2009,8.592,22109681664.0
7293,2010,8.5,22959144960.0
7294,2011,9.197,23603470336.0
7295,2012,8.735,23487100928.0
7296,2013,7.771,24174659584.0
7297,2014,7.46,25062699008.0
7298,2015,7.02,26042277888.0
7299,2016,6.987,26681432064.0
7300,2017,7.504,26969989120.0
7301,2018,7.031,27703576576.0
7302,1927,8.668,13852800000.0
7303,1928,8.454,14596185088.0
7304,1929,9.521,15598895104.0
7305,1930,8.727,16227266560.0
7306,1931,8.086,14958728192.0
7307,1932,8.643,15704892416.0
7308,1933,9.179,16099113984.0
7309,1934,9.485,16666326016.0
7310,1935,9.782,17498673152.0
7311,1936,10.441,18678528000.0
7312,1937,11.76,19510595584.0
7313,1938,10.478,19947184128.0
7314,1939,12.515,20911366144.0
7315,1940,6.51,19137200128.0
7316,1941,4.813,19596460032.0
7317,1942,4.626,18839349248.0
7318,1943,5.443,18461847552.0
7319,1944,4.879,17500139520.0
7320,1945,4.012,19609303040.0
7321,1946,7.073,21607569408.0
7322,1947,10.627,24538245120.0
7323,1948,10.983,26244999168.0
7324,1949,10.407,26945687552.0
7325,1950,8.432,28259665920.0
7326,1951,9.476,29788082176.0
7327,1952,9.685,30838054912.0
7328,1953,9.783,32062871552.0
7329,1954,9.882,33681102848.0
7330,1955,11.414,34424897536.0
7331,1956,11.952,36260716544.0
7332,1957,11.358,37353259008.0
7333,1958,11.186,37354295296.0
7334,1959,11.808,38928588800.0
7335,1960,13.087,41123368960.0
7336,1961,13.335,43700240384.0
7337,1962,14.06,44929732608.0
7338,1963,14.965,46649389056.0
7339,1964,16.17,48972156928.0
7340,1965,16.39,51573116928.0
7341,1966,19.54,53519228928.0
7342,1967,19.304,56866004992.0
7343,1968,21.114,58140196864.0
7344,1969,22.194,60764565504.0
7345,1970,27.979,61972258816.0
7346,1971,27.166,65149526016.0
7347,1972,29.395,68469665792.0
7348,1973,30.492,71489060864.0
7349,1974,27.695,74488455168.0
7350,1975,30.612,78383038464.0
7351,1976,33.348,82978996224.0
7352,1977,33.331,86520545280.0
7353,1978,32.65,89538338816.0
7354,1979,34.658,93549789184.0
7355,1980,31.812,98181537792.0
7356,1981,31.845,99126697984.0
7357,1982,30.956,99335069696.0
7358,1983,31.998,102897041408.0
7359,1984,33.869,108971442176.0
7360,1985,32.347,114639986688.0
7361,1986,34.857,118764650496.0
7362,1987,33.28,121201516544.0
7363,1988,35.676,121152471040.0
7364,1989,34.234,122312998912.0
7365,1990,35.097,124859203584.0
7366,1991,33.535,132674478080.0
7367,1992,34.455,141645643776.0
7368,1993,36.0,150160310272.0
7369,1994,37.905,162612346880.0
7370,1995,38.508,174580203520.0
7371,1996,41.572,189004513280.0
7372,1997,41.734,205114343424.0
7373,1998,41.871,216977244160.0
7374,1999,42.636,228162633728.0
7375,2000,42.147,242722144256.0
7376,2001,43.526,255412797440.0
7377,2002,42.592,267060707328.0
7378,2003,43.98,277816606720.0
7379,2004,44.307,297704030208.0
7380,2005,43.342,314925252608.0
7381,2006,43.926,332397084672.0
7382,2007,45.666,352664748032.0
7383,2008,44.795,364919226368.0
7384,2009,43.225,370050662400.0
7385,2010,45.691,383737856000.0
7386,2011,44.791,399382970368.0
7387,2012,44.3,410365034496.0
7388,2013,44.586,414462935040.0
7389,2014,45.046,422415695872.0
7390,2015,45.59,429219184640.0
7391,2016,44.765,433545936896.0
7392,2017,44.242,443618328576.0
7393,2018,44.393,449338998784.0
7394,1964,0.011,1134369792.0
7395,1965,0.026,1138811648.0
7396,1966,0.029,1199748352.0
7397,1967,0.136,1992792704.0
7398,1968,0.161,3626114816.0
7399,1969,0.234,4555251200.0
7400,1970,0.234,4714813952.0
